ZONEID,TIMESTAMP,VAR78,VAR79,VAR134,VAR157,VAR164,VAR165,VAR166,VAR167,VAR169,VAR175,VAR178,VAR228,POWER
1,20120715 01:00,0.12260437,0.002630949,94754.3125,79.88560486,0.871520996,6.18407917,-0.98561573,280.4128418,866538.8125,1169653,1207596,0,0.254423077
1,20120715 02:00,0.172387421,0.001339436,94714.8125,76.82484436,0.982574463,6.129733086,-1.414524078,280.5615234,1954031,2328215,2639520,7.50E-05,0.291858974
1,20120715 03:00,0.164097905,0.001477957,94666.4375,77.47276306,0.991668701,6.038870811,-1.632464409,280.0803223,2612132,3536473,3762437,0.000122547,0.604871795
1,20120715 04:00,0.136955261,0.001745224,94684.8125,74.82846069,0.893981934,6.291502953,-1.692501068,279.762207,3206503,4731684,4790513,0.000160992,0.401025641
1,20120715 05:00,0.072265625,0.001357079,94740.8125,72.12400818,0.939361572,6.795484543,-1.345080376,279.4189453,3872959,5905916,5777173,0.000181228,0.438076923
1,20120715 06:00,0.035209656,0.000834942,94816,71.77868652,0.785400391,6.270616531,-1.492312431,278.7558594,4234844,7014660,6383374,0.000185043,0.214294872
1,20120715 07:00,0.00579834,3.89E-05,94886.875,74.20877075,0.047515869,5.973130226,-1.097434044,277.9851074,4384957,8031958,6648006,0.000188857,0.033782051
1,20120715 08:00,0.00769043,8.11E-06,94968.5625,76.00456238,0.201477051,4.530791283,-0.848771095,277.1943359,4385067,8934376,6648255,0.000188887,0.000833333
1,20120715 09:00,0.014297485,7.10E-05,95048.9375,75.79563904,0.556488037,3.738806725,-0.955397606,277.2507324,4385067,9903432,6648255,0.000189483,0
1,20120715 10:00,0.002166748,0,95118.5,76.26544189,0.052581787,3.387928963,-1.058210373,277.4118652,4385067,10916024,6648192,0.000189483,0
1,20120715 11:00,0.003234863,8.11E-06,95191.8125,79.90092468,0.278900147,2.775230408,-1.176420212,276.5891113,4385067,11798338,6648192,0.000191629,0
1,20120715 12:00,0.01260376,0.000115156,95217.75,78.85395813,0.96762085,2.86413765,-1.434458733,277.4179688,4385067,12855324,6648192,0.000193059,0
1,20120715 13:00,0.038131714,0.000322819,95245.25,79.21066284,0.990661621,2.673821449,-1.585762024,277.8637695,4385067,13955693,6648192,0.000196218,0
1,20120715 14:00,0.052734375,0.000282526,95242.8125,80.75714111,0.994354248,2.710033417,-1.763802528,278.2492676,4385067,15100807,6648192,0.000199914,0
1,20120715 15:00,0.037948608,8.32E-05,95238.3125,83.07978821,0.990966797,2.804135323,-1.721859932,278.3928223,4385138,16243508,6648192,0.00020206,0
1,20120715 16:00,0.025238037,1.63E-05,95266.875,84.34146118,0.998077393,2.980810165,-1.639564514,278.5866699,4385138,17403712,6648192,0.000205874,0
1,20120715 17:00,0.002456665,0,95270.5625,85.63768005,0.34161377,3.181203842,-1.418085098,278.6120605,4385138,18538416,6648192,0.000205517,0
1,20120715 18:00,0.003921509,0,95267.8125,90.06059265,0.172943115,2.969703674,-1.061599731,277.6867676,4385138,19468784,6648192,0.000205517,0
1,20120715 19:00,0.006225586,0,95286.25,90.93721008,0.229125977,2.679712296,-1.084290504,277.9086914,4385138,20489744,6648192,0.000209093,0
1,20120715 20:00,0.011734009,0,95343.25,91.8444519,0.356262207,1.947229385,-1.400626183,277.6848145,4385138,21483312,6648192,0.000209093,0
1,20120715 21:00,0.024406433,0,95414.4375,91.97142029,0.66885376,1.613650322,-1.797277451,278.3439941,4385138,22596256,6648192,0.000210285,6.41E-05
1,20120715 22:00,0.030967712,0,95485.625,91.26875305,0.830505371,1.658956528,-2.179086685,279.0019531,4451272,23698816,6782801,0.000210285,0.010320513
1,20120715 23:00,0.032676697,0,95554.25,87.59703064,0.908508301,1.915782928,-2.363136292,280.2434082,4817121,24795856,7350671,0.000210285,0.056025641
1,20120716 00:00,0.06690979,0,95583,79.61541748,0.998077393,3.097287178,-1.129183769,281.8139648,5569426,25942416,8375211,0.000216007,0.149358974
1,20120716 01:00,0.058197021,0,95625.125,78.21087646,0.987915039,3.649562836,-0.950041771,282.5610352,689031.3125,1248977,1092299,0,0.545512821
1,20120716 02:00,0.050544739,0,95579.4375,73.58601379,0.94052124,3.838843346,-0.742768288,283.3632812,1844890,2493487,2602749,0,0.534551282
1,20120716 03:00,0.035011292,0,95502.375,71.95951843,0.81149292,3.634304047,-1.16954422,283.4726562,2828868,3731168,3984061,0,0.591602564
1,20120716 04:00,0.026771545,0,95457.4375,70.6350708,0.742218018,3.609160423,-1.362706184,283.7099609,3923877,4927857,5404490,0,0.529423077
1,20120716 05:00,0.016716003,0,95426.8125,70.08175659,0.771789551,3.626058578,-1.319350243,283.6484375,4876402,6090274,6613443,0,0.381346154
1,20120716 06:00,0.005767822,0,95435.125,72.85205078,0.361602783,3.344279289,-1.280506134,283.0446777,5497914,7157720,7430748,0,0.195192308
1,20120716 07:00,0.015098572,0,95445.8125,77.25875854,0.653076172,2.117962837,-1.052753448,281.519043,5685540,8199909,7734615,0,0.02724359
1,20120716 08:00,0.021141052,0,95474.9375,81.69367981,0.444824219,1.798547745,-1.391700745,280.5056152,5685898,9265609,7735776,0,0.000961538
1,20120716 09:00,0.015792847,0,95530.875,88.47972107,0.254302979,1.719684601,-1.718525887,279.7717285,5685898,10309016,7735776,0,0
1,20120716 10:00,0.008583069,0,95577.5625,93.53102112,0.057434082,1.552741051,-1.67732048,278.6286621,5685898,11255491,7735776,0,0
1,20120716 11:00,0.004425049,0,95617.625,94.9657135,0.108612061,1.457736969,-1.581044197,277.7922363,5685898,12195922,7735567,0,0
1,20120716 12:00,0.003593445,0,95630.1875,96.89967346,0.221069336,1.522457123,-1.423919678,277.3652344,5685898,13143908,7735567,0,0
1,20120716 13:00,0.003196716,0,95611.6875,98.53344727,0.225280762,1.586406708,-0.992833138,276.6789551,5685898,14103709,7735567,0,0
1,20120716 14:00,0.003379822,0,95553.5,99.61401367,0.222106934,1.686625481,-0.76674366,276.5424805,5686190,15091672,7735567,0,0
1,20120716 15:00,0.007247925,0,95499.25,100.0087738,0.395385742,1.356984138,-1.172415733,275.8269043,5686190,16052836,7735567,0,0
1,20120716 16:00,0.019859314,0,95475.625,100.1108704,1,0.971730232,-0.932360649,275.8190918,5686190,17083968,7735567,0,0
1,20120716 17:00,0.038063049,0,95444,100.0244293,1,1.038921356,-0.255561829,276.404541,5686190,18214352,7735567,0,0
1,20120716 18:00,0.057975769,0,95398.4375,99.5289917,1,1.208493233,-0.042869568,276.732666,5686190,19388384,7735567,0,0
1,20120716 19:00,0.064933777,0,95381.3125,99.970047,1,1.108153343,0.040343285,276.7160645,5686190,20539600,7735567,0,0
1,20120716 20:00,0.062438965,0,95392.75,99.82870483,1,1.026516914,-0.181507111,276.8989258,5686190,21711632,7735567,5.48E-05,0
1,20120716 21:00,0.055885315,0,95407.8125,99.95265198,1,0.804944038,-0.494963646,276.9912109,5686190,22895696,7735567,6.41E-05,6.41E-05
1,20120716 22:00,0.044929504,0,95419.0625,99.34967041,1,0.771672249,-0.680153847,277.300293,5743000,24082000,7867933,7.34E-05,0.008846154
1,20120716 23:00,0.032821655,0,95435.25,97.35112,0.955657959,1.066216469,-0.891158104,278.1401367,6054232,25276336,8407883,7.93E-05,0.066346154
1,20120717 00:00,0.018974304,0,95407.8125,90.46986389,0.913269043,1.563111305,-1.376620293,279.6818848,6775096,26477104,9434815,8.29E-05,0.125064103
1,20120717 01:00,0.002342224,0,95346.25,80.02171326,0.166610718,2.280520439,-1.981022835,281.8439941,1332725,1061919,1581429,0,0.382051282
1,20120717 02:00,0.009262085,0,95264.1875,66.87561035,0.27633667,3.831778526,-2.593618393,283.7280273,3117803,2068425,3569947,0,0.750961538
1,20120717 03:00,0.011829376,0,95134.1875,59.41209412,0.475753784,4.807469368,-2.642709732,284.6433105,4767666,3143991,5439029,0,0.691538462
1,20120717 04:00,0.005470276,0,95065.3125,58.21130371,0.305892944,4.809118271,-2.193803787,284.7392578,6252667,4203653,7137580,0,0.586602564
1,20120717 05:00,0.009796143,0,95054.75,59.42919922,0.457717896,4.890247345,-1.893039703,284.3908691,7570260,5219561,8636539,0,0.412820513
1,20120717 06:00,0.011318207,0,95077.875,62.74261475,0.300872803,4.264263153,-1.475408554,283.515625,8288065,6257599,9531588,0,0.213525641
1,20120717 07:00,0.006755829,0,95094.5,69.29602051,0.280807495,2.69863224,-0.925244331,281.7102051,8503987,7244179,9855228,0,0.029871795
1,20120717 08:00,0.001647949,0.000139713,95094.75,75.68778992,0.136199951,2.133103371,-0.91590023,280.2683105,8504833,8251191,9857299,0,0.000705128
1,20120717 09:00,0.000179291,0.00722599,95087.5,83.69229126,0.625045776,2.01378727,-0.980950356,278.5083008,8504833,9151061,9857299,0,0
1,20120717 10:00,0.000350952,0.009380817,95095.0625,88.60165405,0.516906738,1.981263161,-0.940102577,277.78125,8504833,10069515,9857299,0,0
1,20120717 11:00,0.0007267,0.006396294,95102.4375,90.19566345,0.297378659,1.936582565,-0.942547798,277.3642578,8504833,11000941,9857291,0,0
1,20120717 12:00,0.000976563,0.009058952,95058.8125,90.05148315,0.538541734,1.922231674,-0.979318619,277.2209473,8504931,11940624,9857291,0,0
1,20120717 13:00,0.00060463,0.01374054,95042.875,89.80316162,0.63067627,1.934380531,-1.083317757,276.9016113,8504931,12855356,9857291,0,0
1,20120717 14:00,0.001068115,0.012465477,94985.625,89.01872253,0.73135376,1.943208694,-1.140711784,277.1359863,8504931,13810384,9857291,0,0
1,20120717 15:00,0.002603531,0.009149551,94934.875,88.4066925,0.633239746,1.986548424,-1.235516548,276.9509277,8504931,14742535,9857291,0,0
1,20120717 16:00,0.004032135,0.00531292,94899.875,88.24295044,0.666290283,2.03118515,-1.327829361,276.8444824,8504931,15666421,9857291,0,0
1,20120717 17:00,0.006235123,0.001191139,94873.0625,87.89248657,0.470489502,2.150044441,-1.36720562,277.213623,8504931,16637564,9857291,0,0
1,20120717 18:00,0.005199432,0,94836,87.83387756,0.382720947,2.239896774,-1.440380096,277.4436035,8504931,17631392,9857291,0,0
1,20120717 19:00,0.001529694,0,94820.3125,88.60539246,0.063598633,2.178636551,-1.458562851,277.3947754,8504931,18625136,9857291,0,0
1,20120717 20:00,0.000556946,0,94813.3125,90.27513123,0.079925537,2.123545647,-1.410108566,276.4672852,8504931,19505984,9857291,0,0
1,20120717 21:00,0.001548767,0,94825.0625,90.5544281,0.038757324,2.124804497,-1.453454971,276.4064941,8504931,20423296,9857291,0,6.41E-05
1,20120717 22:00,0.002300262,0,94843.125,89.07795715,0.04876709,2.405428886,-1.622720718,277.4375,8619293,21335984,10033893,0,0.015705128
1,20120717 23:00,0.001541138,8.39E-05,94848.4375,83.22076416,0.159210205,3.104991913,-1.854715347,279.8710938,9287002,22281200,10838741,0,0.102820513
1,20120718 00:00,0.00876236,0.004833221,94835.3125,73.47454834,0.564605713,4.664173126,-1.870875359,281.8969727,10501145,23232832,12211789,0,0.631666667
1,20120718 01:00,0.001125336,0.004924774,94756.1875,60.25735474,0.380279541,4.967407227,-0.821953774,283.4765625,1717778,919286.8125,1844325,0,0.72724359
1,20120718 02:00,0.000986099,0.018424988,94695.8125,54.39851379,0.709228516,4.948245049,-0.733171463,284.0324707,3596537,1899553,3874767,0,0.663717949
1,20120718 03:00,0.001033783,0.009767532,94588.75,52.27578735,0.551574707,4.963418007,-0.961956978,284.1967773,5416219,2892712,5882486,0,0.517435897
1,20120718 04:00,0.001174927,0.014722824,94559.375,50.60179138,0.46496582,5.13714695,-0.860703468,284.0900879,7118882,3852164,7759736,0,0.433782051
1,20120718 05:00,0.002845764,0.046396255,94566.4375,51.45823669,0.835144043,4.991093636,-0.450246811,283.5512695,8408433,4830576,9217878,0,0.289230769
1,20120718 06:00,0.002906799,0.042523365,94603.125,54.65232849,0.72288543,3.817266464,-0.385820389,282.5471191,9062483,5805525,10045820,0,0.151089744
1,20120718 07:00,0.000114441,0.014446259,94625.9375,61.30130005,0.448486328,2.392643929,-0.780905724,280.5947266,9250036,6754456,10336334,0,0.048012821
1,20120718 08:00,0,0.004894257,94658.625,68.78604126,0.281005859,2.186103821,-0.76021862,278.8984375,9251330,7678408,10339327,0,0.001730769
1,20120718 09:00,0.000671387,0.001216888,94713.25,74.62026978,0.157821953,2.126711845,-0.378730774,277.3730469,9251330,8578614,10339327,0,0
1,20120718 10:00,0.00214386,0.000286102,94757,78.47711182,0.093864441,2.337104797,-0.364088059,276.4575195,9251330,9492782,10339327,0,0
1,20120718 11:00,0.002548218,0.000377655,94784.125,83.01780701,0.078251958,2.243161201,-0.307074547,276.0109863,9251330,10407835,10339144,0,0
1,20120718 12:00,0.00050354,0,94790.625,88.13134766,0.004669189,2.227168083,-0.354906082,275.3776855,9251330,11301844,10339144,0,0
1,20120718 13:00,0,0,94826.625,89.54872131,0,2.285878181,0.115856171,275.0517578,9251346,12176071,10339144,0,0
1,20120718 14:00,0,0,94823.875,87.65716553,0,2.323150635,0.659193993,274.4428711,9251346,13022546,10339144,0,0
1,20120718 15:00,0,0,94797.0625,86.35702515,0,2.439559937,0.234158516,273.7902832,9251346,13859813,10339144,0,0
1,20120718 16:00,0,0,94781.625,87.25679016,0.001678467,2.121271133,-0.510094643,273.4172363,9251346,14688383,10339144,0,0
1,20120718 17:00,0.000244141,0,94753.6875,88.71661377,0,1.962815285,-0.537241936,272.786377,9251346,15507302,10339144,0,0
1,20120718 18:00,0.000267029,0,94766.0625,90.32267761,0.006378174,1.659575462,-0.267442703,272.4238281,9251346,16316170,10339144,0,0
1,20120718 19:00,0.000356674,0,94809.9375,91.13536072,0,1.670757294,0.466563225,271.784668,9251346,17118480,10339144,0,0
1,20120718 20:00,0.000333786,0,94874.625,91.22441101,0.003631592,1.184859276,1.282316208,271.9023438,9251346,17913392,10339144,0,0
1,20120718 21:00,8.96E-05,0,94956.9375,91.58776855,0,0.169427872,1.619207382,271.4538574,9251346,18699280,10339144,0,6.41E-05
1,20120718 22:00,0,0,95021.875,89.7653656,0.001678467,0.183068276,1.163868904,272.1538086,9380046,19499184,10526672,0,0.023333333
1,20120718 23:00,0,0,95081.5,79.44624329,0,0.187756538,1.019662857,275.2297363,10091099,20338320,11355572,0,0.152435897
1,20120719 00:00,0,0,95099.4375,68.28488159,0,-0.127578437,0.992998123,277.8276367,11371705,21205296,12761028,0,0.633525641
1,20120719 01:00,0,0,95057.125,59.07344055,0,-0.293652833,1.175026894,280.1308594,1736241,866695.4375,1843985,0,0.721538462
1,20120719 02:00,0,0,95019.6875,50.7802124,0,0.261661232,0.841653824,281.5893555,3724184,1749162,3930746,0,0.737051282
1,20120719 03:00,0,0,94958.6875,43.80415344,0,0.879567862,0.168973923,282.5168457,5745677,2637070,6053856,0,0.691410256
1,20120719 04:00,0,0,94932.4375,41.61897278,0,1.220053673,-0.46476841,283.0244141,7579363,3522698,7999505,0,0.588397436
1,20120719 05:00,0,0,94950.8125,42.30133057,0,1.429400444,-1.067982674,283.1140137,9016870,4406252,9567146,0,0.420769231
1,20120719 06:00,0,0,94987,47.98503113,0,1.28879261,-1.464594841,282.505127,9900889,5286779,10590881,0,0.206089744
1,20120719 07:00,0,0,95055,58.89935303,0,1.430256844,-1.420125961,279.2956543,10173986,6149998,10970318,0,0.034358974
1,20120719 08:00,0,0,95076.875,65.36051941,0,1.971709251,-1.008010864,277.331543,10176161,7013174,10974636,0,0.001153846
1,20120719 09:00,0,0,95121.75,67.76170349,0,1.918394089,-0.70411396,275.9150391,10176161,7869623,10974636,0,0
1,20120719 10:00,0,0,95199.3125,68.40895081,0,1.623001099,-0.450620651,275.1142578,10176161,8719500,10975028,0,0
1,20120719 11:00,0,0,95238.5625,70.55303955,0,1.29005909,-0.304855347,274.5766602,10176161,9567033,10975028,0,0
1,20120719 12:00,0,0,95263.125,73.13792419,0,1.08490181,0.025017738,274.3056641,10176161,10410527,10975028,0,0
1,20120719 13:00,0,0,95299.9375,75.2121582,0,1.282196045,0.552949905,273.5180664,10176161,11251257,10975028,0,0
1,20120719 14:00,0,0,95300.375,78.69909668,0,1.234996796,1.251122475,272.7060547,10176051,12087920,10975028,0,0
1,20120719 15:00,0,0,95299.75,81.74771118,0,1.030761719,1.658378601,272.2976074,10176051,12917682,10975028,0,0
1,20120719 16:00,0,0,95286.9375,84.19311523,0,0.733962059,1.897744179,271.7849121,10176051,13742058,10975028,0,0
1,20120719 17:00,0,0,95260.375,85.7170105,0,0.468844414,1.939471245,271.5751953,10176051,14562729,10975028,0,0
1,20120719 18:00,0,0,95229.9375,86.33442688,0,1.013609886,1.569799423,271.3984375,10176051,15381394,10975028,0,0
1,20120719 19:00,0,0,95249.125,86.87957764,0,1.309707642,1.227935791,270.9345703,10176051,16199245,10975028,0,0
1,20120719 20:00,0,0,95297.125,86.79173279,0,0.93188858,1.312653542,271.0947266,10176051,17015280,10975028,0,0
1,20120719 21:00,0,0,95369.0625,85.85404968,0,0.392122269,1.531536102,271.0913086,10176051,17828848,10975028,0,0.000128205
1,20120719 22:00,0,0,95436.4375,84.13748169,0,0.301827431,0.904421806,272.0895996,10306102,18654624,11167095,0,0.016410256
1,20120719 23:00,0,0,95478.75,78.0226593,0,0.292351723,0.942218781,275.1281738,11013460,19516464,12000446,0,0.119679487
1,20120720 00:00,0,0,95513.8125,66.71876526,0,0.16948241,0.985424876,278.173584,12298344,20396448,13422901,0,0.634935897
1,20120720 01:00,0,0,95495.5,62.17131042,0,-0.059114754,0.904477,280.592041,1721205,899728.5625,1850621,0,0.71974359
1,20120720 02:00,0,0,95437.75,56.52113342,0,-0.248381615,0.881132901,282.3505859,3694602,1815430,3947822,0,0.733012821
1,20120720 03:00,0,0,95389.0625,53.48677063,0,-0.204536438,0.810428143,283.5556641,5701442,2738709,6081381,0,0.679423077
1,20120720 04:00,0,0,95390.9375,53.03358459,0,0.050991058,0.290762901,284.1818848,7516715,3669390,8039020,0,0.568846154
1,20120720 05:00,6.48E-05,0,95435.5,55.06912231,0.006378174,0.566581726,-0.540761948,284.1420898,8939960,4599800,9619383,0,0.409487179
1,20120720 06:00,0.006053925,0,95468.3125,61.61421204,0.061691284,0.971402168,-0.69297123,281.7062988,9819356,5505823,10654364,0,0.203012821
1,20120720 07:00,0.034708023,0.000287533,95546.1875,67.63021851,0.344543457,2.099757195,-0.261817932,276.7495117,10078173,6409690,11026551,0,0.034038462
1,20120720 08:00,0.039735794,0.001484394,95599.4375,77.09188843,0.433868408,1.141605377,0.491589248,276.3513184,10080447,7464907,11031369,0,0.001346154
1,20120720 09:00,0.028160095,0.000972271,95682.1875,82.28971863,0.392852783,-0.421432495,1.483565331,276.3979492,10080447,8481288,11031369,0,0
1,20120720 10:00,0.006404877,7.75E-05,95733.125,85.83357239,0.207855225,-0.102889061,2.204321861,275.1520996,10080447,9478827,11031385,0,0
1,20120720 11:00,0.000686646,0,95770.3125,88.49255371,0.042114258,-0.043082237,2.72134304,272.9772949,10080447,10364643,11031385,0,0
1,20120720 12:00,0.000198364,0,95777.5,90.01077271,0.039123535,-0.074368477,2.646652222,272.5854492,10080447,11250039,11031385,0,0
1,20120720 13:00,0.000640869,0,95794.1875,90.06140137,0.052764893,-0.385519028,2.508088112,272.2507324,10080447,12117939,11031385,0,0
1,20120720 14:00,0.001312256,0,95795.0625,89.1709137,0.052093506,-0.516003609,2.314863205,272.4709473,10080447,13004967,11031385,0,0
1,20120720 15:00,0.001426697,0,95777.125,89.12097168,0.023742676,-0.461500168,2.39636898,272.4941406,10080447,13865066,11031385,0,0
1,20120720 16:00,0.001441956,0,95783.625,90.23016357,0.137390137,-0.393304825,2.396866798,272.9541016,10080447,14734291,11031385,0,0
1,20120720 17:00,0.003372192,0,95772.4375,90.84858704,0.329467773,-0.208569527,2.421084404,273.5146484,10080447,15615159,11031385,0,0
1,20120720 18:00,0.005817413,0,95776.5,90.86491394,0.423034668,-0.199709892,2.348361015,274.3293457,10080447,16549030,11031385,0,0
1,20120720 19:00,0.006175995,2.21E-05,95790.375,90.5851593,0.458496094,-0.156786919,2.247625351,274.6091309,10080447,17516720,11031385,0,0
1,20120720 20:00,0.003582001,0,95825.6875,90.21292114,0.359191895,-0.039360046,2.249046326,274.1000977,10080447,18458896,11031385,0,0
1,20120720 21:00,0.001522064,0,95872.4375,90.43881226,0.108428955,-0.04758358,2.341443062,273.3540039,10080447,19347040,11031385,0,0.000128205
1,20120720 22:00,0.001159668,0,95909.6875,90.63275146,0.018066406,-0.125827789,2.21389389,275.0166016,10212679,20219504,11226378,0,0.018076923
1,20120720 23:00,0.00120163,0,95918,86.40701294,0.002685547,-0.41018486,2.772639275,277.8671875,10922266,21124576,12058431,0,0.126987179
1,20120721 00:00,0.001243591,0,95917.5625,77.84272766,0,-0.694005966,2.701577187,279.949707,12223939,22005168,13483274,0,0.620448718
1,20120721 01:00,0.000333786,0,95902.25,65.27760315,0.001678467,-0.363521576,1.734407425,282.3005371,1750199,904199.75,1856721,0,0.719551282
1,20120721 02:00,0.000333786,0,95841,58.15145874,0,-0.26428318,1.390496254,283.5837402,3753030,1824644,3963083,0,0.750705128
1,20120721 03:00,0.000244141,0,95781.5625,54.79660034,0.007354736,-0.480149269,1.246468544,284.385498,5785657,2754305,6109001,0,0.696538462
1,20120721 04:00,0.000219345,0,95737.625,52.69892883,0.002655029,-0.742007256,1.403000832,284.807373,7623494,3686885,8076710,0,0.585641026
1,20120721 05:00,0.000356674,0,95705.4375,52.64472961,0.005340576,-0.992117882,1.884292603,284.6928711,9072815,4610922,9668960,0,0.418653846
1,20120721 06:00,0.000797272,0,95737.125,55.25311279,0.005645752,-1.164092064,2.158370018,283.1708984,9974301,5514714,10713534,0,0.2075
1,20120721 07:00,0.001620293,0,95793,59.526474,0.043716431,-1.040302277,2.650178909,280.020752,10264320,6383417,11109129,0,0.036217949
1,20120721 08:00,0.004871368,0,95833.125,63.79031372,0.061141968,-0.89997673,3.050317764,278.6801758,10267776,7268174,11115544,0,0.001410256
1,20120721 09:00,0.007066727,0,95895.125,69.11499023,0.085449219,-0.829673767,2.752809525,277.5810547,10267776,8165452,11115544,0,0
1,20120721 10:00,0.007009506,0,95911.0625,73.69346619,0.13822937,-1.239126205,2.56048584,276.0356445,10267776,9052363,11115618,0,0
1,20120721 11:00,0.004911423,0,95939.625,75.93534851,0.136016846,-1.670852661,2.087640762,275.3547363,10267776,9971541,11115618,0,0
1,20120721 12:00,0.004970551,0,95934.5625,79.92776489,0.074508667,-1.775032997,1.803919792,274.8127441,10267776,10867478,11115618,0,0
1,20120721 13:00,0.004631042,0,95931.5,83.21270752,0.075149536,-1.733762741,1.869235992,274.4541016,10267776,11778047,11115618,0,0
1,20120721 14:00,0.003219604,0,95910.5625,86.27690125,0.040771484,-1.69785881,2.166797638,273.833252,10267776,12643541,11115618,0,0
1,20120721 15:00,0.002403259,0,95886.3125,87.82292175,0.074188232,-1.635704994,2.242493629,273.8017578,10267776,13514925,11115618,0,0
1,20120721 16:00,0.001522064,0,95890.4375,88.09141541,0.028411865,-1.482614517,2.275151253,274.1079102,10267776,14407912,11115618,0,0
1,20120721 17:00,0.001228333,0,95867.25,88.74510193,0.05178833,-1.333902359,2.291477203,274.1169434,10267776,15297514,11115618,0,0
1,20120721 18:00,0.001342773,0,95854.1875,89.46365356,0.0574646,-1.18508625,2.465943336,273.6945801,10267776,16149259,11115618,0,0
1,20120721 19:00,0.000724792,0,95838.125,89.60562134,0.038757324,-1.061988831,2.503348351,273.6064453,10267776,17003664,11115618,0,0
1,20120721 20:00,0.000358582,0,95878.125,89.7227478,0.004669189,-0.961104393,2.451690674,273.71875,10267776,17866688,11115618,0,0
1,20120721 21:00,0.000244141,0,95917.8125,89.96485901,0,-0.893540382,2.404883385,273.7302246,10267776,18719824,11115618,0,0.000128205
1,20120721 22:00,0.000267029,0,95948.75,88.81007385,0,-0.809301376,2.30883503,275.7077637,10406467,19585264,11318890,0,0.018782051
1,20120721 23:00,0.000396729,0,95951.625,82.49708557,0,-1.121016502,2.877775192,278.581543,11125768,20488256,12171719,0,0.18224359
1,20120722 00:00,0.002700806,0,95924.75,75.70297241,0.08770752,-1.288421631,2.953696251,280.8769531,12425543,21403632,13617625,0,0.630897436
1,20120722 01:00,0.07244873,0.001883984,95921.875,59.72584534,0.995330811,-2.89771843,3.841741562,283.6992188,1357530,1046152.812,1588471,0,0.699166667
1,20120722 02:00,0.070472717,0.004473209,95843.3125,54.86277771,0.926177979,-2.102085114,3.279833794,284.2297363,2349312,2214219,2955309,0,0.283653846
1,20120722 03:00,0.048454285,0.004008293,95784.1875,51.99472046,0.939819336,-1.918538094,3.155314445,284.7666016,3413258,3418598,4393985,0,0.273269231
1,20120722 04:00,0.061531067,0.006844044,95715.25,49.45675659,0.971282959,-1.81136322,3.032371521,285.2619629,4589656,4617983,5868987,0,0.250192308
1,20120722 05:00,0.067581177,0.00400877,95694.5,50.96636963,0.918426514,-0.804367065,2.428923607,284.9609375,5275653,5791109,6863885,0,0.151666667
1,20120722 06:00,0.062951148,0.002465725,95705.5,53.13249207,0.840133667,-0.493206978,1.690396309,284.1330566,5675650,6956284,7500090,0,0.073269231
1,20120722 07:00,0.051944733,0.001749039,95734.375,58.78085327,0.842224121,-1.103664398,1.288303375,282.5087891,5828056,8122030,7779315,0,0.01775641
1,20120722 08:00,0.029846191,0.000780106,95765.6875,67.56248474,0.543823242,-1.54158783,1.054381371,281.1359863,5830289,9254959,7785787,0,0.00025641
1,20120722 09:00,0.039102789,0.000472546,95826.1875,77.53369141,0.38949585,-1.857335091,0.991840303,280.1652832,5830289,10344001,7785787,0,0
1,20120722 10:00,0.046066284,0.000256777,95847.875,86.56512451,0.552337647,-1.773042679,1.163293839,279.2807617,5830289,11379264,7785787,0,0
1,20120722 11:00,0.038093567,3.89E-05,95868.0625,89.19546509,0.887695313,-1.451411247,1.387888908,278.8959961,5830289,12424852,7785413,0,0
1,20120722 12:00,0.033752441,3.89E-05,95868.0625,88.36454773,0.974487305,-1.122606277,1.475885391,279.4033203,5830289,13574232,7785413,0,0
1,20120722 13:00,0.058525085,0,95854.5625,88.01556396,0.999023438,-0.975633621,1.555952072,279.4790039,5830289,14731517,7785413,0,0
1,20120722 14:00,0.110832214,3.89E-05,95816.9375,87.55838013,1,-1.085745811,1.545108795,279.7609863,5830289,15926882,7785413,0,0
1,20120722 15:00,0.112785339,2.86E-05,95794.0625,89.15464783,0.965545654,-1.223822594,1.32136631,279.4255371,5830289,17071024,7785413,0,0
1,20120722 16:00,0.101360321,0,95776.75,89.39157104,0.971160889,-1.356321335,1.214665413,279.5761719,5830289,18251056,7785413,0,0
1,20120722 17:00,0.09589386,0,95760.3125,89.74519348,0.987915039,-1.36961937,1.092687607,279.4204102,5830289,19418624,7785413,0,0
1,20120722 18:00,0.092628479,0,95745.25,89.19657898,0.98928833,-1.389657021,0.893990517,279.4887695,5830289,20617248,7785413,0,0
1,20120722 19:00,0.084960938,0,95745.625,88.10679626,0.997344971,-1.34207058,0.730412483,279.5708008,5830289,21837584,7785413,0,0
1,20120722 20:00,0.073184967,0,95786.125,86.95663452,0.985748291,-1.348978043,0.619520187,279.4331055,5830289,23039184,7785413,0,0
1,20120722 21:00,0.065547943,0,95835.8125,85.68371582,0.95324707,-1.507659912,0.502088547,279.2336426,5830289,24222016,7785413,6.02E-05,6.41E-05
1,20120722 22:00,0.050331116,0,95863.6875,83.94744873,0.760223389,-1.982710838,0.711204529,279.9411621,5898286,25428144,7929939,6.15E-05,0.034551282
1,20120722 23:00,0.031902313,0,95882.9375,77.2930603,0.726501465,-2.115922928,1.241785049,280.6584473,6343791,26575936,8561050,6.22E-05,0.172115385
1,20120723 00:00,0.017532349,0,95888.9375,71.93855286,0.514343262,-1.802035332,1.494299889,281.2880859,7272207,27641648,9712205,6.35E-05,0.620384615
